"term","frequency","density","occurrence"
"botanicals",1,0.000549752611324904,0.002
"bottom",1,0.000549752611324904,0.002
"bran",1,0.000549752611324904,0.002
"branch",2,0.00109950522264981,0.002
"brand",3,0.00164925783397471,0.006
"brighter",1,0.000549752611324904,0.002
"bringing",1,0.000549752611324904,0.002
"bucks",1,0.000549752611324904,0.002
"bull",1,0.000549752611324904,0.002
"bundu",1,0.000549752611324904,0.002
"business",8,0.00439802089059923,0.016
"buy",1,0.000549752611324904,0.002
"calendar",1,0.000549752611324904,0.002
"called",1,0.000549752611324904,0.002
"can",5,0.00274876305662452,0.006
"cancer",7,0.00384826827927433,0.014
"card",2,0.00109950522264981,0.004
"cartons",1,0.000549752611324904,0.002
"cartridges",1,0.000549752611324904,0.002
"cash",1,0.000549752611324904,0.002
"cbs",2,0.00109950522264981,0.004
"cdoctype",2,0.00109950522264981,0.004
"cds",1,0.000549752611324904,0.002
"cell",1,0.000549752611324904,0.002
"cellpadding",3,0.00164925783397471,0.004
"cellpaddingtrtdtable",1,0.000549752611324904,0.002
"cellspacing",2,0.00109950522264981,0.004
"cellspacingtrtd",2,0.00109950522264981,0.002
"cellular",1,0.000549752611324904,0.002
"central",1,0.000549752611324904,0.002
"changes",1,0.000549752611324904,0.002
"chat",1,0.000549752611324904,0.002
"cigarettes",1,0.000549752611324904,0.002
"claim",3,0.00164925783397471,0.004
"click",4,0.00219901044529962,0.008
"client",2,0.00109950522264981,0.004
"club",1,0.000549752611324904,0.002
"cnn",2,0.00109950522264981,0.004
"coach’invest",2,0.00109950522264981,0.004
"col",1,0.000549752611324904,0.002
"collapse",1,0.000549752611324904,0.002
"collection",1,0.000549752611324904,0.002
"colorccccffkenyafontfont",1,0.000549752611324904,0.002
"colorffff",1,0.000549752611324904,0.002
"colorto",1,0.000549752611324904,0.002
"colspana",1,0.000549752611324904,0.002
"com",1,0.000549752611324904,0.002
"combine",2,0.00109950522264981,0.004
"come",1,0.000549752611324904,0.002
"community",1,0.000549752611324904,0.002
"companies",4,0.00219901044529962,0.008
"company",12,0.00659703133589885,0.02
"compete",2,0.00109950522264981,0.004
"complying",1,0.000549752611324904,0.002
"computer",1,0.000549752611324904,0.002
"computers",1,0.000549752611324904,0.002
"confidence",2,0.00109950522264981,0.004
"confidential",1,0.000549752611324904,0.002
"consequently",1,0.000549752611324904,0.002
"consultantcontractor",1,0.000549752611324904,0.002
"consultation",1,0.000549752611324904,0.002
"consumables",1,0.000549752611324904,0.002
"consumer",2,0.00109950522264981,0.004
"consumers",1,0.000549752611324904,0.002
"contact",2,0.00109950522264981,0.004
"contentd",5,0.00274876305662452,0.01
"contenttexthtmlcharsetiso",1,0.000549752611324904,0.002
"countries",1,0.000549752611324904,0.002
"course",1,0.000549752611324904,0.002
"craftsmanship",2,0.00109950522264981,0.004
"created",2,0.00109950522264981,0.004
"credit",1,0.000549752611324904,0.002
"curious",2,0.00109950522264981,0.004
"cut",2,0.00109950522264981,0.004
"dance",1,0.000549752611324904,0.002
"daniel",2,0.00109950522264981,0.004
"day",1,0.000549752611324904,0.002
"days",1,0.000549752611324904,0.002
"deals",1,0.000549752611324904,0.002
"dear",29,0.0159428257284222,0.058
"debt",1,0.000549752611324904,0.002
"declare",1,0.000549752611324904,0.002
"definitely",1,0.000549752611324904,0.002
"delightful",2,0.00109950522264981,0.004
"deposit",2,0.00109950522264981,0.002
"descarmbler",1,0.000549752611324904,0.002
"diamond",1,0.000549752611324904,0.002
"died",2,0.00109950522264981,0.002
"discovered",2,0.00109950522264981,0.002
"discovery",1,0.000549752611324904,0.002
"discreet",1,0.000549752611324904,0.002
"doctype",22,0.0120945574491479,0.044
"documents",3,0.00164925783397471,0.002
"doing",1,0.000549752611324904,0.002
"dollars",2,0.00109950522264981,0.004
"domain",2,0.00109950522264981,0.004
"domains",2,0.00109950522264981,0.004
"done",1,0.000549752611324904,0.002
"down",1,0.000549752611324904,0.002
"downbr",1,0.000549752611324904,0.002
"drafting",1,0.000549752611324904,0.002
"drive",1,0.000549752611324904,0.002
"drop",1,0.000549752611324904,0.002
"earn",1,0.000549752611324904,0.002
"east",2,0.00109950522264981,0.004
"effective",1,0.000549752611324904,0.002
"ejoh",1,0.000549752611324904,0.002
"electirc",1,0.000549752611324904,0.002
"electronics",2,0.00109950522264981,0.004
"email",4,0.00219901044529962,0.008
"emailbr",1,0.000549752611324904,0.002
"employ",1,0.000549752611324904,0.002
"employers",1,0.000549752611324904,0.002
"end",1,0.000549752611324904,0.002
"entertainment",2,0.00109950522264981,0.004
"epicenter",1,0.000549752611324904,0.002
"etc",1,0.000549752611324904,0.002
"european",1,0.000549752611324904,0.002
"even",2,0.00109950522264981,0.004
"ever",4,0.00219901044529962,0.008
"every",1,0.000549752611324904,0.002
"everybody",2,0.00109950522264981,0.004
"everyone",2,0.00109950522264981,0.004
"excerpt",1,0.000549752611324904,0.002
"exchange",2,0.00109950522264981,0.004
"exotic",1,0.000549752611324904,0.002
"expiration",1,0.000549752611324904,0.002
"extra",1,0.000549752611324904,0.002
"facearial",3,0.00164925783397471,0.004
"facedms",1,0.000549752611324904,0.002
"facegeneva",1,0.000549752611324904,0.002
"false",3,0.00164925783397471,0.002
"familysansserif",3,0.00164925783397471,0.004
"fastest",1,0.000549752611324904,0.002
"favorite",4,0.00219901044529962,0.008
"favour",1,0.000549752611324904,0.002
"federal",2,0.00109950522264981,0.002
"feedback",1,0.000549752611324904,0.002
"femi",2,0.00109950522264981,0.004
"ffwcffdtd",2,0.00109950522264981,0.004
"fight",7,0.00384826827927433,0.014
"fill",4,0.00219901044529962,0.008
"finalen",1,0.000549752611324904,0.002
"finally",1,0.000549752611324904,0.002
"financial",8,0.00439802089059923,0.016
"finest",2,0.00109950522264981,0.004
"five",1,0.000549752611324904,0.002
"fixed",1,0.000549752611324904,0.002
"follow",1,0.000549752611324904,0.002
"font",2,0.00109950522264981,0.004
"for",8,0.00439802089059923,0.016
"foreign",1,0.000549752611324904,0.002
"form",5,0.00274876305662452,0.01
"format",50,0.0274876305662452,0.1
"fortune",10,0.00549752611324904,0.02
"forward",1,0.000549752611324904,0.002
"forwarding",1,0.000549752611324904,0.002
"found",1,0.000549752611324904,0.002
"francis",1,0.000549752611324904,0.002
"free",8,0.00439802089059923,0.014
"freedombuilder",1,0.000549752611324904,0.002
"friend",1,0.000549752611324904,0.002
"friendi",2,0.00109950522264981,0.004
"friends",4,0.00219901044529962,0.008
"from",2,0.00109950522264981,0.004
"fruitless",1,0.000549752611324904,0.002
"full",1,0.000549752611324904,0.002
"fun",1,0.000549752611324904,0.002
"fund",3,0.00164925783397471,0.002
"future",2,0.00109950522264981,0.004
"garden",2,0.00109950522264981,0.004
"gbbynwsqurunbqufqrzktefxnosbihorxnpuqsbvphorhtwbm",1,0.000549752611324904,0.002
"get",5,0.00274876305662452,0.01
"gets",2,0.00109950522264981,0.004
"getting",1,0.000549752611324904,0.002
"gift",1,0.000549752611324904,0.002
"gifting",1,0.000549752611324904,0.002
"girls",1,0.000549752611324904,0.002
"give",2,0.00109950522264981,0.002
"global",1,0.000549752611324904,0.002
"got",2,0.00109950522264981,0.004
"government",1,0.000549752611324904,0.002
"great",1,0.000549752611324904,0.002
"greetings",1,0.000549752611324904,0.002
"grow",1,0.000549752611324904,0.002
"growing",1,0.000549752611324904,0.002
"guarantee",2,0.00109950522264981,0.004
"haber",1,0.000549752611324904,0.002
"haberdarcom",1,0.000549752611324904,0.002
"hallo",1,0.000549752611324904,0.002
"hardware",2,0.00109950522264981,0.004
"health",3,0.00164925783397471,0.006
"height",3,0.00164925783397471,0.002
"held",2,0.00109950522264981,0.004
"hello",4,0.00219901044529962,0.008
"helloby",1,0.000549752611324904,0.002
"help",11,0.00604727872457394,0.022
"helvetica",1,0.000549752611324904,0.002
"hgh",1,0.000549752611324904,0.002
"holland",1,0.000549752611324904,0.002
"home",2,0.00109950522264981,0.004
"homeowner",2,0.00109950522264981,0.004
"hottest",1,0.000549752611324904,0.002
"houses",2,0.00109950522264981,0.002
"hrefhttp",1,0.000549752611324904,0.002
"hrefhttpeeemsgahtml",2,0.00109950522264981,0.004
"hrefhttpwwwfreepornsecretsnetbnrj",4,0.00219901044529962,0.002
"hrefhttpwwwlistmgmtcomdeletephpemailzzzzspamassassintaintorgherea",1,0.000549752611324904,0.002
"hrefhttpwwwsldbizhostingcomclick",1,0.000549752611324904,0.002
"html",135,0.074216602528862,0.218
"htmlbody",1,0.000549752611324904,0.002
"htmlbodycenter",2,0.00109950522264981,0.004
"htmlfont",1,0.000549752611324904,0.002
"htmlhead",5,0.00274876305662452,0.01
"htmlheadheadbody",1,0.000549752611324904,0.002
"htmlheadtitlebig",1,0.000549752611324904,0.002
"htmlheadtitlefree",2,0.00109950522264981,0.004
"htmlheadtitlehi",1,0.000549752611324904,0.002
"htmlheadtitlelowest",3,0.00164925783397471,0.006
"htmlheadtitlemilfhuntertitle",2,0.00109950522264981,0.004
"htmlheadtitlenew",1,0.000549752611324904,0.002
"htmlheadtitletitlemeta",5,0.00274876305662452,0.01
"htmlp",1,0.000549752611324904,0.002
"htmltable",1,0.000549752611324904,0.002
"htmlxbody",1,0.000549752611324904,0.002
"httpequivcontenttype",1,0.000549752611324904,0.002
"httpequivdcontenttype",5,0.00274876305662452,0.01
"httpukprankcallscom",2,0.00109950522264981,0.004
"httpwwwmultiplayerpokernet",4,0.00219901044529962,0.008
"httpwwwnewnamednscomtermlife",4,0.00219901044529962,0.008
"idautonumber",1,0.000549752611324904,0.002
"idea",3,0.00164925783397471,0.006
"iieo",1,0.000549752611324904,0.002
"ilug",1,0.000549752611324904,0.002
"iluglinuxie",1,0.000549752611324904,0.002
"immediate",2,0.00109950522264981,0.004
"immediately",1,0.000549752611324904,0.002
"important",2,0.00109950522264981,0.004
"incentives",2,0.00109950522264981,0.004
"including",1,0.000549752611324904,0.002
"income",1,0.000549752611324904,0.002
"increase",1,0.000549752611324904,0.002
"info",1,0.000549752611324904,0.002
"information",4,0.00219901044529962,0.008
"instantly",1,0.000549752611324904,0.002
"instructions",1,0.000549752611324904,0.002
"instructor",1,0.000549752611324904,0.002
"insurance",6,0.00329851566794942,0.012
"intelligent",1,0.000549752611324904,0.002
"interest",3,0.00164925783397471,0.006
"interested",2,0.00109950522264981,0.004
"internet",3,0.00164925783397471,0.006
"investigation",2,0.00109950522264981,0.002
"investment",2,0.00109950522264981,0.004
"inviting",2,0.00109950522264981,0.004
"issue",1,0.000549752611324904,0.002
"itaccording",1,0.000549752611324904,0.002
"january",1,0.000549752611324904,0.002
"javamailsystememaserver",2,0.00109950522264981,0.004
"jeremy",1,0.000549752611324904,0.002
"job",1,0.000549752611324904,0.002
"join",3,0.00164925783397471,0.006
"june",1,0.000549752611324904,0.002
"just",11,0.00604727872457394,0.022
"kelly",4,0.00219901044529962,0.004
"kin",2,0.00109950522264981,0.002
"kmart",1,0.000549752611324904,0.002
"knocking",2,0.00109950522264981,0.004
"know",2,0.00109950522264981,0.004
"kone",1,0.000549752611324904,0.002
"lagos",1,0.000549752611324904,0.002
"lang",1,0.000549752611324904,0.002
"langbr",1,0.000549752611324904,0.002
"langhas",1,0.000549752611324904,0.002
"lastest",2,0.00109950522264981,0.004
"late",2,0.00109950522264981,0.004
"latest",1,0.000549752611324904,0.002
"laugh",1,0.000549752611324904,0.002
"law",1,0.000549752611324904,0.002
"lbs",1,0.000549752611324904,0.002
"leftmargintable",1,0.000549752611324904,0.002
"legal",1,0.000549752611324904,0.002
"lessaris",1,0.000549752611324904,0.002
"let",1,0.000549752611324904,0.002
"letter",1,0.000549752611324904,0.002
"life",5,0.00274876305662452,0.01
"like",6,0.00329851566794942,0.01
"line",1,0.000549752611324904,0.002
"link",1,0.000549752611324904,0.002
"list",2,0.00109950522264981,0.004
"live",3,0.00164925783397471,0.006
"loan",1,0.000549752611324904,0.002
"local",1,0.000549752611324904,0.002
"longbeach",1,0.000549752611324904,0.002
"looking",2,0.00109950522264981,0.002
"lose",1,0.000549752611324904,0.002
"loss",1,0.000549752611324904,0.002
"lot",1,0.000549752611324904,0.002
"lottery",1,0.000549752611324904,0.002
"lotto",1,0.000549752611324904,0.002
"love",2,0.00109950522264981,0.002
"low",4,0.00219901044529962,0.008
"lowest",5,0.00274876305662452,0.01
"madam",8,0.00439802089059923,0.016
"made",2,0.00109950522264981,0.002
"mail",9,0.00494777350192413,0.018
"mailings",1,0.000549752611324904,0.002
"mailtoresultscresenttechnologiescom",1,0.000549752611324904,0.002
"make",1,0.000549752611324904,0.002
"makers",1,0.000549752611324904,0.002
"making",3,0.00164925783397471,0.006
"manager",1,0.000549752611324904,0.002
"manufacturers",2,0.00109950522264981,0.004
"market",3,0.00164925783397471,0.006
"marketing",2,0.00109950522264981,0.004
"martin",1,0.000549752611324904,0.002
"mates",2,0.00109950522264981,0.004
"maturity",1,0.000549752611324904,0.002
"may",1,0.000549752611324904,0.002
"maybe",1,0.000549752611324904,0.002
"medya",1,0.000549752611324904,0.002
"member",1,0.000549752611324904,0.002
"meridian",2,0.00109950522264981,0.004
"message",57,0.0313358988455195,0.114
"messages",2,0.00109950522264981,0.004
"meta",1,0.000549752611324904,0.002
"michael",1,0.000549752611324904,0.002
"midwest",1,0.000549752611324904,0.002
"might",1,0.000549752611324904,0.002
"million",1,0.000549752611324904,0.002
"mime",55,0.0302363936228697,0.11
"ministry",2,0.00109950522264981,0.002
"miss",2,0.00109950522264981,0.004
"mobutu",2,0.00109950522264981,0.004
"moment",6,0.00329851566794942,0.012
"money",4,0.00219901044529962,0.008
"month",2,0.00109950522264981,0.004
"monthly",1,0.000549752611324904,0.002
"months",1,0.000549752611324904,0.002
"morning",1,0.000549752611324904,0.002
"mortgage",2,0.00109950522264981,0.004
"motorola",1,0.000549752611324904,0.002
"mrike",1,0.000549752611324904,0.002
"mrs",2,0.00109950522264981,0.004
"mrvincent",1,0.000549752611324904,0.002
"multipart",51,0.0280373831775701,0.102
"must",1,0.000549752611324904,0.002
"naked",1,0.000549752611324904,0.002
"name",2,0.00109950522264981,0.004
"names",1,0.000549752611324904,0.002
"nationwide",1,0.000549752611324904,0.002
"naughty",1,0.000549752611324904,0.002
"nbc",2,0.00109950522264981,0.004
"necessary",2,0.00109950522264981,0.002
"need",3,0.00164925783397471,0.006
"needed",2,0.00109950522264981,0.004
"neighborhood",1,0.000549752611324904,0.002
"network",2,0.00109950522264981,0.004
"never",3,0.00164925783397471,0.006
"new",9,0.00494777350192413,0.014
"newsletter",2,0.00109950522264981,0.004
"newspaper",1,0.000549752611324904,0.002
"next",2,0.00109950522264981,0.004
"nextpartacabaa",1,0.000549752611324904,0.002
"nextpartadadae",1,0.000549752611324904,0.002
"nextpartaeaabb",1,0.000549752611324904,0.002
"nextpartaebebc",1,0.000549752611324904,0.002
"nextpartaedebd",1,0.000549752611324904,0.002
"nextpartaeecae",1,0.000549752611324904,0.002
"nextpartbaaaaa",1,0.000549752611324904,0.002
"nextpartbaedbb",1,0.000549752611324904,0.002
"nextpartbbdaba",1,0.000549752611324904,0.002
"nextpartbbdece",1,0.000549752611324904,0.002
"nextpartbebacb",1,0.000549752611324904,0.002
"nextpartbecacc",1,0.000549752611324904,0.002
"nextpartcbdaccf",1,0.000549752611324904,0.002
"nextpartcbdace",1,0.000549752611324904,0.002
"nextpartcccdab",1,0.000549752611324904,0.002
"nextpartcdcacc",1,0.000549752611324904,0.002
"nextpartcebdba",1,0.000549752611324904,0.002
"nextpartceeddb",1,0.000549752611324904,0.002
"nextpartdbdaab",1,0.000549752611324904,0.002
"nextpartdedbee",1,0.000549752611324904,0.002
"nextparteacdee",1,0.000549752611324904,0.002
"nextpartebbdca",1,0.000549752611324904,0.002
"nextpartecbdbb",1,0.000549752611324904,0.002
"nextparteddcbb",1,0.000549752611324904,0.002
"nextpartedebea",1,0.000549752611324904,0.002
"nextparteeeebd",1,0.000549752611324904,0.002
"nextpartxacdej",1,0.000549752611324904,0.002
"nextresearch",2,0.00109950522264981,0.004
"nigeria",3,0.00164925783397471,0.006
"nigerian",2,0.00109950522264981,0.002
"night",1,0.000549752611324904,0.002
"nnaji",1,0.000549752611324904,0.002
"nobody",1,0.000549752611324904,0.002
"notarization",1,0.000549752611324904,0.002
"note",1,0.000549752611324904,0.002
"nothing",1,0.000549752611324904,0.002
"notification",1,0.000549752611324904,0.002
"now",2,0.00109950522264981,0.004
"numbered",1,0.000549752611324904,0.002
"numbers",1,0.000549752611324904,0.002
"obligation",1,0.000549752611324904,0.002
"obtain",1,0.000549752611324904,0.002
"ofegnr",2,0.00109950522264981,0.004
"offer",2,0.00109950522264981,0.004
"offerings",2,0.00109950522264981,0.004
"office",2,0.00109950522264981,0.004
"official",1,0.000549752611324904,0.002
"oil",1,0.000549752611324904,0.002
"old",8,0.00439802089059923,0.016
"oncontextmenureturn",1,0.000549752611324904,0.002
"ondragstartreturn",1,0.000549752611324904,0.002
"one",3,0.00164925783397471,0.006
"online",4,0.00219901044529962,0.008
"onloadwindowopenhttpultimatehghrun",1,0.000549752611324904,0.002
"onmouseoverwindowstatus",1,0.000549752611324904,0.002
"onselectstartreturn",1,0.000549752611324904,0.002
"opportunities",1,0.000549752611324904,0.002
"opportunity",3,0.00164925783397471,0.006
"oprah",2,0.00109950522264981,0.004
"optout",2,0.00109950522264981,0.004
"ornaments",2,0.00109950522264981,0.004
"other",1,0.000549752611324904,0.002
"owner",1,0.000549752611324904,0.002
"ownership",1,0.000549752611324904,0.002
"owolabi",1,0.000549752611324904,0.002
"page",1,0.000549752611324904,0.002
"paid",2,0.00109950522264981,0.004
"paints",2,0.00109950522264981,0.004
"panel",4,0.00219901044529962,0.004
"paperwork",2,0.00109950522264981,0.002
"participate",2,0.00109950522264981,0.004
"partner",2,0.00109950522264981,0.004
"pay",2,0.00109950522264981,0.004
"paying",1,0.000549752611324904,0.002
"pdear",1,0.000549752611324904,0.002
"people",1,0.000549752611324904,0.002
"pghbwwdqoagvhzdncjxtzxrhighdhatzxfaxyiknvbnrlbnqtvhlwzsigyudgvu",2,0.00109950522264981,0.004
"phone",2,0.00109950522264981,0.004
"place",1,0.000549752611324904,0.002
"playing",2,0.00109950522264981,0.004
"please",3,0.00164925783397471,0.006
"pleasure",1,0.000549752611324904,0.002
"poker",4,0.00219901044529962,0.008
"pornstrongfontabrtable",1,0.000549752611324904,0.002
"portali",1,0.000549752611324904,0.002
"position",1,0.000549752611324904,0.002
"power",1,0.000549752611324904,0.002
"powerball",1,0.000549752611324904,0.002
"powerhouse",1,0.000549752611324904,0.002
"prepare",1,0.000549752611324904,0.002
"president",2,0.00109950522264981,0.004
"prices",1,0.000549752611324904,0.002
"principal",1,0.000549752611324904,0.002
"printer",1,0.000549752611324904,0.002
"printers",1,0.000549752611324904,0.002
"prizes",2,0.00109950522264981,0.004
"probate",1,0.000549752611324904,0.002
"product",3,0.00164925783397471,0.006
"professional",1,0.000549752611324904,0.002
"program",1,0.000549752611324904,0.002
"programmers",2,0.00109950522264981,0.004
"properties",2,0.00109950522264981,0.002
"proposal",1,0.000549752611324904,0.002
"proposed",1,0.000549752611324904,0.002
"protect",6,0.00329851566794942,0.012
"provide",1,0.000549752611324904,0.002
"ptsize",3,0.00164925783397471,0.004
"public",24,0.0131940626717977,0.048
"put",2,0.00109950522264981,0.004
"pwe",2,0.00109950522264981,0.004
"qualify",4,0.00219901044529962,0.008
"quotetitleheadbodycentera",1,0.000549752611324904,0.002
"rate",8,0.00439802089059923,0.016
"rates",11,0.00604727872457394,0.014
"reader",7,0.00384826827927433,0.014
"reading",1,0.000549752611324904,0.002
"really",1,0.000549752611324904,0.002
"reason",1,0.000549752611324904,0.002
"recruiting",2,0.00109950522264981,0.004
"register",2,0.00109950522264981,0.004
"registration",1,0.000549752611324904,0.002
"regular",4,0.00219901044529962,0.008
"relations",1,0.000549752611324904,0.002
"release",1,0.000549752611324904,0.002
"reminder",1,0.000549752611324904,0.002
"removal",1,0.000549752611324904,0.002
"removed",3,0.00164925783397471,0.004
"repairs",1,0.000549752611324904,0.002
"reply",1,0.000549752611324904,0.002
"request",3,0.00164925783397471,0.006
"required",2,0.00109950522264981,0.004
"respond",1,0.000549752611324904,0.002
"result",1,0.000549752611324904,0.002
"return",1,0.000549752611324904,0.002
"revert",1,0.000549752611324904,0.002
"ricardo",2,0.00109950522264981,0.004
"rich",1,0.000549752611324904,0.002
"risk",8,0.00439802089059923,0.016
"rita",1,0.000549752611324904,0.002
"rolled",1,0.000549752611324904,0.002
"routine",1,0.000549752611324904,0.002
"sales",1,0.000549752611324904,0.002
"samples",1,0.000549752611324904,0.002
"sans",1,0.000549752611324904,0.002
"sanserifstrongget",1,0.000549752611324904,0.002
"satellite",1,0.000549752611324904,0.002
"save",5,0.00274876305662452,0.01
"saved",2,0.00109950522264981,0.004
"scholars",1,0.000549752611324904,0.002
"search",1,0.000549752611324904,0.002
"secattfheucnqggtggp",1,0.000549752611324904,0.002
"second",1,0.000549752611324904,0.002
"security",2,0.00109950522264981,0.002
"see",10,0.00549752611324904,0.02
"seeker",1,0.000549752611324904,0.002
"seekers",1,0.000549752611324904,0.002
"seen",2,0.00109950522264981,0.004
"sell",4,0.00219901044529962,0.006
"sent",4,0.00219901044529962,0.004
"septembre",2,0.00109950522264981,0.004
"serif",1,0.000549752611324904,0.002
"service",2,0.00109950522264981,0.004
"services",2,0.00109950522264981,0.004
"servicestitle",3,0.00164925783397471,0.006
"seseseko",2,0.00109950522264981,0.004
"sex",1,0.000549752611324904,0.002
"sexually",2,0.00109950522264981,0.004
"sexy",1,0.000549752611324904,0.002
"shall",1,0.000549752611324904,0.002
"shape",2,0.00109950522264981,0.004
"short",1,0.000549752611324904,0.002
"signups",2,0.00109950522264981,0.004
"simply",1,0.000549752611324904,0.002
"since",7,0.00384826827927433,0.014
"sir",11,0.00604727872457394,0.022
"sirmadam",2,0.00109950522264981,0.004
"sitting",1,0.000549752611324904,0.002
"six",1,0.000549752611324904,0.002
"size",5,0.00274876305662452,0.008
"smile",1,0.000549752611324904,0.002
"smokers",4,0.00219901044529962,0.008
"software",1,0.000549752611324904,0.002
"spending",1,0.000549752611324904,0.002
"sponsor",1,0.000549752611324904,0.002
"spring",3,0.00164925783397471,0.006
"srchttpwwwfreepornsecretsnetartfreepornsecretshcfpsgif",1,0.000549752611324904,0.002
"srchttpwwwfreepornsecretsnetartfreepornsecretshcfpsjpg",2,0.00109950522264981,0.002
"starting",1,0.000549752611324904,0.002
"still",1,0.000549752611324904,0.002
"strictest",2,0.00109950522264981,0.004
"stumbling",3,0.00164925783397471,0.006
"style",1,0.000549752611324904,0.002
"stylebordercollapse",1,0.000549752611324904,0.002
"submitted",1,0.000549752611324904,0.002
"substantial",1,0.000549752611324904,0.002
"sucided",1,0.000549752611324904,0.002
"sum",2,0.00109950522264981,0.002
"summary",1,0.000549752611324904,0.002
"suppliers",1,0.000549752611324904,0.002
"supply",1,0.000549752611324904,0.002
"support",2,0.00109950522264981,0.004
"sure",1,0.000549752611324904,0.002
"swimming",1,0.000549752611324904,0.002
"table",3,0.00164925783397471,0.006
"take",4,0.00219901044529962,0.008
"talk",1,0.000549752611324904,0.002
"targetblankfont",1,0.000549752611324904,0.002
"targetblankimg",3,0.00164925783397471,0.002
"targeted",1,0.000549752611324904,0.002
"teach",1,0.000549752611324904,0.002
"technology",2,0.00109950522264981,0.004
"technologytitle",1,0.000549752611324904,0.002
"teens",2,0.00109950522264981,0.004
"teeth",1,0.000549752611324904,0.002
"tep",1,0.000549752611324904,0.002
"term",5,0.00274876305662452,0.01
"thank",2,0.00109950522264981,0.004
"there",1,0.000549752611324904,0.002
"therefore",1,0.000549752611324904,0.002
"these",1,0.000549752611324904,0.002
"this",3,0.00164925783397471,0.006
"thought",2,0.00109950522264981,0.004
"thousands",1,0.000549752611324904,0.002
"time",3,0.00164925783397471,0.006
"timep",2,0.00109950522264981,0.004
"tired",3,0.00164925783397471,0.006
"title",2,0.00109950522264981,0.004
"titlenew",1,0.000549752611324904,0.002
"today",3,0.00164925783397471,0.006
"top",2,0.00109950522264981,0.004
"topmargin",2,0.00109950522264981,0.004
"trace",1,0.000549752611324904,0.002
"transaction",1,0.000549752611324904,0.002
"transitionalen",17,0.00934579439252336,0.034
"transitionalffene",2,0.00109950522264981,0.004
"true",1,0.000549752611324904,0.002
"try",2,0.00109950522264981,0.004
"twelve",1,0.000549752611324904,0.002
"twenty",1,0.000549752611324904,0.002
"typetextcss",1,0.000549752611324904,0.002
"ugly",1,0.000549752611324904,0.002
"ultimate",1,0.000549752611324904,0.002
"uncommon",1,0.000549752611324904,0.002
"understand",4,0.00219901044529962,0.008
"unsolicited",1,0.000549752611324904,0.002
"upgrades",1,0.000549752611324904,0.002
"upon",1,0.000549752611324904,0.002
"urgent",3,0.00164925783397471,0.006
"urldhttpinternetemail",1,0.000549752611324904,0.002
